created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-10-21T18:46:38Z,1583530217095602200,1583530217095602176,Please check out the updates and open any issues on the GitHub repo! You can find updated documentation (complete with a new #TSMidnightsTS theme) at https://t.co/yKdzjYQb6Y,Please check out the updates and open any issues on the GitHub repo! You can find updated documentation (complete with a new #TSMidnightsTS theme) at https://t.co/yKdzjYQb6Y,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1583530212892942300,1583530212892942336,360888478,360888478,wjakethompson,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,173,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-21T18:46:37Z,1583530212892942300,1583530212892942336,"And perhaps most importantly, a new hex sticker! https://t.co/1IdMs4f4NY","And perhaps most importantly, a new hex sticker! https://t.co/1IdMs4f4NY",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1583530202713718800,1583530202713718786,360888478,360888478,wjakethompson,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,48,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-21T18:46:35Z,1583530202713718800,1583530202713718786,A new color palette has been added to match the Midnights aesthetic: https://t.co/cVRxdFC5eV,A new color palette has been added to match the Midnights aesthetic: https://t.co/cVRxdFC5eV,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1583530196476792800,1583530196476792834,360888478,360888478,wjakethompson,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,68,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-21T18:46:34Z,1583530196476792800,1583530196476792834,"Lyrics and Spotify audio data for 20 Midnights tracks have been added, plus lyrics for the 3 Target exclusive tracks. https://t.co/sA5VuWYTWp","Lyrics and Spotify audio data for 20 Midnights tracks have been added, plus lyrics for the 3 Target exclusive tracks. https://t.co/sA5VuWYTWp",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1583530190881558500,1583530190881558528,360888478,360888478,wjakethompson,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,117,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-21T18:46:32Z,1583530190881558500,1583530190881558528,"The {taylor} package has been updated to include all of #TSmidnighTS! The development version with all the updates can be installed from GitHub: https://t.co/2z0KkKWXdI

Some highlights:","The {taylor} package has been updated to include all of #TSmidnighTS! The development version with all the updates can be installed from GitHub: https://t.co/2z0KkKWXdI

Some highlights:",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,FALSE,NA,186,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-30T19:10:18Z,1575926027070603300,1575926027070603272,"RT @camjpatrick: Mulling over this, it looks like good stuff. One thing that isn't really mentioned here is software: I'm about 1000% more…","RT @camjpatrick: Mulling over this, it looks like good stuff. One thing that isn't really mentioned here is software: I'm about 1000% more…",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,5,0,FALSE,NA,TRUE,NA,en,NA,NA,139,,,1575413727427526700,1575413727427526657,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-31T15:40:09Z,1565001503357735e3,1565001503357734913,This broke me. https://t.co/K1csEBH7GV,This broke me. https://t.co/K1csEBH7GV,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,14,,,1564805891278667800,1564805891278667777,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-23T20:35:43Z,1562176784673788e3,1562176784673787904,"A passion project combining two of my favorite things: diagnostic models and #rstats 🧑‍💻

See https://t.co/QIlK5mDw7g for details about the project! https://t.co/cTfyzIWmVi","A passion project combining two of my favorite things: diagnostic models and #rstats 🧑‍💻

See https://t.co/QIlK5mDw7g for details about the project! https://t.co/cTfyzIWmVi",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,2,3,FALSE,NA,FALSE,NA,en,FALSE,NA,148,,,1562152785294069800,1562152785294069760,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-18T00:36:33Z,1560063065240002600,1560063065240002560,This is the correct company for HSM2 to keep. https://t.co/azgNqI5pWF,This is the correct company for HSM2 to keep. https://t.co/azgNqI5pWF,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,45,,,1560054475879956500,1560054475879956480,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-17T12:20:54Z,1548643907344425e3,1548643907344424962,RT @A11yAwareness: Accessibility can't be the work of one sole person whose colleagues ignore it. Everyone in an organization needs to know…,RT @A11yAwareness: Accessibility can't be the work of one sole person whose colleagues ignore it. Everyone in an organization needs to know…,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,89,0,FALSE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-25T17:17:11Z,1540745934988087300,1540745934988087296,RT @pattonoswalt: 77 seconds of truth that I hope you take the time to WATCH AND RETWEET. https://t.co/UFmUUEub8z,RT @pattonoswalt: 77 seconds of truth that I hope you take the time to WATCH AND RETWEET. https://t.co/UFmUUEub8z,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,17559,0,FALSE,NA,TRUE,NA,en,FALSE,NA,113,,,1540346407785226200,1540346407785226242,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-09T14:08:51Z,1534900334484762600,1534900334484762624,RT @CallumF_CRC: Giveaway time! @drvinceknight &amp; @GeraintPalmer have kindly agreed to give a signed copy of their new book to one lucky per…,RT @CallumF_CRC: Giveaway time! @drvinceknight &amp; @GeraintPalmer have kindly agreed to give a signed copy of their new book to one lucky per…,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,57,0,FALSE,NA,TRUE,NA,en,NA,NA,144,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-27T17:15:53Z,1530236360673661e3,1530236360673660928,@ChasenScott These results are a travesty and an insult to all other cookies. https://t.co/nZqdeOqSpI,@ChasenScott These results are a travesty and an insult to all other cookies. https://t.co/nZqdeOqSpI,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1530228510920323e3,1530228510920323072,858114878,858114878,ChasenScott,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,FALSE,NA,77,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-13T19:06:18Z,1525190716552781800,1525190716552781824,RT @NoraPrinciotti: taylor? we're in a fight,RT @NoraPrinciotti: taylor? we're in a fight,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,51,0,FALSE,NA,TRUE,NA,en,NA,NA,44,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-29T02:25:28Z,1519865418961277e3,1519865418961276930,wut https://t.co/fD4Qnq19WE,wut https://t.co/fD4Qnq19WE,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,1,FALSE,NA,FALSE,NA,qst,FALSE,NA,3,,,1519864982841737200,1519864982841737216,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-25T18:14:54Z,1.5186548019443999e+18,1518654801944399874,"RT @atlas4learning: After an exciting weekend at #NCME22 and #AERA22, four talented ATLAS researchers present their award-winning paper at…","RT @atlas4learning: After an exciting weekend at #NCME22 and #AERA22, four talented ATLAS researchers present their award-winning paper at…",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,0,TRUE,NA,TRUE,NA,en,NA,NA,139,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-24T14:33:25Z,1518236673125105700,1518236673125105665,"RT @atlas4learning: Our last morning presentation here at #NCME22 in San Diego.
@ClarkAmyK, @wjakethompson, and @JenniferKobrin are in La J…","RT @atlas4learning: Our last morning presentation here at #NCME22 in San Diego.
@ClarkAmyK, @wjakethompson, and @JenniferKobrin are in La J…",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,0,TRUE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-22T13:40:55Z,1517498688192589800,1517498688192589824,RT @JosiahParry: When can we get a `mode()` function in base R?,RT @JosiahParry: When can we get a `mode()` function in base R?,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,0,FALSE,NA,TRUE,NA,en,NA,NA,63,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-21T19:01:04Z,1517216867626193e3,1517216867626192897,RT @jasonlschwartz: It sounds like FDA leaders could use a refresher on what their role and regulatory charge is. It doesn’t include delayi…,RT @jasonlschwartz: It sounds like FDA leaders could use a refresher on what their role and regulatory charge is. It doesn’t include delayi…,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,99,0,FALSE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-05T15:20:09Z,15113630651194e5,1511363065119399946,RT @dronelawrenceks: 𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋. 𝐂𝐇𝐀𝐌𝐏𝐒. https://t.co/urZ2Bd6VaF,RT @dronelawrenceks: 𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋. 𝐂𝐇𝐀𝐌𝐏𝐒. https://t.co/urZ2Bd6VaF,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,899,0,TRUE,NA,TRUE,NA,fr,FALSE,NA,62,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-31T14:57:23Z,1509545398351900700,1509545398351900676,RT @lisacmuth: 🎉 It's finally out: My guide on how to create a fixed color palette for #dataviz in organizations! I’ve never worked longer…,RT @lisacmuth: 🎉 It's finally out: My guide on how to create a fixed color palette for #dataviz in organizations! I’ve never worked longer…,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,318,0,FALSE,NA,TRUE,NA,en,NA,NA,139,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17T18:51:58Z,1504531001632039e3,1504531001632038913,"RT @AAI_at_KU: In Applied Innovations, we get to know some of the talented members of our team and their projects, across our many centers…","RT @AAI_at_KU: In Applied Innovations, we get to know some of the talented members of our team and their projects, across our many centers…",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,0,TRUE,NA,TRUE,NA,en,NA,NA,139,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-15T21:40:05Z,1503848535460036600,1503848535460036611,RT @seanjtaylor: Surely this will have no consequences for anyone’s production code.,RT @seanjtaylor: Surely this will have no consequences for anyone’s production code.,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,19,0,FALSE,NA,TRUE,NA,en,NA,NA,84,,,1503798373375262700,1503798373375262723,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-08T21:31:20Z,1501309617720242200,1501309617720242186,"@PhDemetri endorse! got a new M1 Max for work a few weeks ago and haven't had any issues. All of brms, rstan, and cmdstanr work like a charm.","@PhDemetri endorse! got a new M1 Max for work a few weeks ago and haven't had any issues. All of brms, rstan, and cmdstanr work like a charm.",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1501304691417886700,1501304691417886728,46919059,46919059,PhDemetri,,,,NA,FALSE,0,7,FALSE,NA,FALSE,NA,en,NA,NA,141,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-28T15:01:52Z,1.4983125041450721e+18,1498312504145072131,RT @atlas4learning: The ATLAS Doctoral Fellowships provide a unique opportunity for qualified Ph.D. students to study and work with leaders…,RT @atlas4learning: The ATLAS Doctoral Fellowships provide a unique opportunity for qualified Ph.D. students to study and work with leaders…,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,0,FALSE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-22T18:53:42Z,1484962495647428600,1484962495647428609,"Wordle 217 5/6

⬛⬛⬛🟨⬛
🟨⬛⬛🟨🟩
🟨⬛🟨⬛⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","Wordle 217 5/6

⬛⬛⬛🟨⬛
🟨⬛⬛🟨🟩
🟨⬛🟨⬛⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,en,NA,NA,45,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19T20:35:28Z,1483900942932189200,1483900942932189188,RT @SethWalder: Correct. It's played in RStudio. https://t.co/WODoHDzirF,RT @SethWalder: Correct. It's played in RStudio. https://t.co/WODoHDzirF,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,91,0,FALSE,NA,TRUE,NA,en,FALSE,NA,72,,,1483900473904091100,1483900473904091136,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19T16:30:31Z,1483839295416848400,1483839295416848396,"@EThompson723 Wow, playing wordle but not responding to my texts...

Wordle 214 3/6

⬛⬛🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","@EThompson723 Wow, playing wordle but not responding to my texts...

Wordle 214 3/6

⬛⬛🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1483832484211179500,1483832484211179521,264570210,264570210,EThompson723,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,NA,NA,102,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-15T15:56:42Z,1482381233908760600,1482381233908760583,RT @Booker4KY: “I think the tragedy is that we have a Congress with a Senate that has a minority of misguided senators who will use the fil…,RT @Booker4KY: “I think the tragedy is that we have a Congress with a Senate that has a minority of misguided senators who will use the fil…,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,15581,0,FALSE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-07T14:59:41Z,1479467783612162e3,1479467783612162055,"Wordle 202 4/6

⬛⬛⬛🟨⬛
🟩🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩","Wordle 202 4/6

⬛⬛⬛🟨⬛
🟩🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,NA,NA,39,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-17T16:04:15Z,1471873886765691e3,1471873886765690892,"taylor 1.0.0 is now on CRAN, including all of the #RedTaylorsVersion updates! Check out all of the changes in the release post.

https://t.co/bV8C61nRnz https://t.co/Y3vuwnnkqv","taylor 1.0.0 is now on CRAN, including all of the #RedTaylorsVersion updates! Check out all of the changes in the release post.

https://t.co/bV8C61nRnz https://t.co/Y3vuwnnkqv",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,NA,FALSE,NA,en,FALSE,NA,152,,,1459285093701333e3,1459285093701332992,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-03T13:16:39Z,1466758280882139100,1466758280882139140,"RT @ChelseaParlett: 🎶Cause when you’re, fifteen, and somebody tells you…🎶

“Your goal is to reject the null hypothesis”

🎶…you’re gonna bel…","RT @ChelseaParlett: 🎶Cause when you’re, fifteen, and somebody tells you…🎶

“Your goal is to reject the null hypothesis”

🎶…you’re gonna bel…",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,12,0,FALSE,NA,TRUE,NA,en,NA,NA,140,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-22T23:24:00Z,1462924859466567700,1462924859466567682,RT @xkcdComic: Bayes' Theorem https://t.co/fVtbp0agIE https://t.co/o5CMgRBA60 https://t.co/1VdHe4eOAc,RT @xkcdComic: Bayes' Theorem https://t.co/fVtbp0agIE https://t.co/o5CMgRBA60 https://t.co/1VdHe4eOAc,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,394,0,FALSE,NA,TRUE,NA,en,FALSE,NA,101,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-19T21:17:07Z,1461805763232424e3,1461805763232423938,RT @_ColinFay: Tell that to my GitHub actions history https://t.co/Fblv8FKq29,RT @_ColinFay: Tell that to my GitHub actions history https://t.co/Fblv8FKq29,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,5,0,FALSE,NA,TRUE,NA,en,FALSE,NA,77,,,1456663358434914300,1456663358434914308,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-12T22:20:53Z,1459285096842805200,1459285096842805253,"CRAN release should be mid-December, so please open an issue if you find any problems!","CRAN release should be mid-December, so please open an issue if you find any problems!",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1459285095446106e3,1459285095446106115,360888478,360888478,wjakethompson,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,NA,NA,86,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-12T22:20:53Z,1459285095446106e3,1459285095446106115,"I'm planning a CRAN release soon. Until then you can check out the updated documentation, including a new #RedTaylorsVersion logo and theme, at the dev version of the pkgdown website.

https://t.co/fpjPUbUCdr","I'm planning a CRAN release soon. Until then you can check out the updated documentation, including a new #RedTaylorsVersion logo and theme, at the dev version of the pkgdown website.

https://t.co/fpjPUbUCdr",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1459285093701333e3,1459285093701332992,360888478,360888478,wjakethompson,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,en,FALSE,NA,208,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
